HISTORICAL DATA FOR NYSE COMPOSITE INDEX (SYMBOL NYA) ,,,
DATE,CLOSING PRICE,TOTAL RETURN,MARKET CAP
5/10/1977,574.15,N/A,N/A
5/11/1977,570.77,N/A,N/A
5/12/1977,570.56,N/A,N/A
5/13/1977,572.36,N/A,N/A
5/16/1977,574.68,N/A,N/A
5/17/1977,576.16,N/A,N/A
5/18/1977,579.12,N/A,N/A
5/19/1977,577.22,N/A,N/A
5/20/1977,575.21,N/A,N/A
5/23/1977,568.13,N/A,N/A
5/24/1977,565.06,N/A,N/A
5/25/1977,559.88,N/A,N/A
5/26/1977,560.94,N/A,N/A
5/27/1977,557.02,N/A,N/A
5/31/1977,555.76,N/A,N/A
6/1/1977,560.09,N/A,N/A
6/2/1977,559.14,N/A,N/A
6/3/1977,564.21,N/A,N/A
6/6/1977,561.68,N/A,N/A
6/7/1977,564.32,N/A,N/A
6/8/1977,567.28,N/A,N/A
6/9/1977,566.96,N/A,N/A
6/10/1977,568.87,N/A,N/A
6/13/1977,570.35,N/A,N/A
6/14/1977,576.48,N/A,N/A
6/15/1977,575.42,N/A,N/A
6/16/1977,576.9,N/A,N/A
6/17/1977,577.75,N/A,N/A
6/20/1977,580.5,N/A,N/A
6/21/1977,582.51,N/A,N/A
6/22/1977,581.45,N/A,N/A
6/23/1977,582.72,N/A,N/A
6/24/1977,586,N/A,N/A
6/27/1977,585.15,N/A,N/A
6/28/1977,580.92,N/A,N/A
6/29/1977,580.5,N/A,N/A
6/30/1977,582.61,N/A,N/A
7/1/1977,580.71,N/A,N/A
7/5/1977,580.71,N/A,N/A
7/6/1977,578.07,N/A,N/A
7/7/1977,579.86,N/A,N/A
7/8/1977,579.55,N/A,N/A
7/11/1977,577.85,N/A,N/A
7/12/1977,577.33,N/A,N/A
7/13/1977,578.38,N/A,N/A
7/15/1977,581.45,N/A,N/A
7/18/1977,585.47,N/A,N/A
7/19/1977,589.59,N/A,N/A
7/20/1977,589.27,N/A,N/A
7/21/1977,588.32,N/A,N/A
7/22/1977,589.06,N/A,N/A
7/25/1977,584.62,N/A,N/A
7/26/1977,581.24,N/A,N/A
7/27/1977,571.83,N/A,N/A
7/28/1977,572.36,N/A,N/A
7/29/1977,572.25,N/A,N/A
8/1/1977,573.84,N/A,N/A
8/2/1977,570.24,N/A,N/A
8/3/1977,569.08,N/A,N/A
8/4/1977,571.19,N/A,N/A
8/5/1977,571.4,N/A,N/A
8/8/1977,567.39,N/A,N/A
8/9/1977,567.49,N/A,N/A
8/10/1977,571.93,N/A,N/A
8/11/1977,568.55,N/A,N/A
8/12/1977,566.86,N/A,N/A
8/15/1977,568.13,N/A,N/A
8/16/1977,566.01,N/A,N/A
8/17/1977,565.8,N/A,N/A
8/18/1977,565.48,N/A,N/A
8/19/1977,564.43,N/A,N/A
8/22/1977,565.59,N/A,N/A
8/23/1977,564.85,N/A,N/A
8/24/1977,562.73,N/A,N/A
8/25/1977,556.92,N/A,N/A
8/26/1977,556.18,N/A,N/A
8/29/1977,560.83,N/A,N/A
8/30/1977,557.98,N/A,N/A
8/31/1977,559.67,N/A,N/A
9/1/1977,560.3,N/A,N/A
9/2/1977,563.9,N/A,N/A
9/6/1977,565.06,N/A,N/A
9/7/1977,566.65,N/A,N/A
9/8/1977,562.73,N/A,N/A
9/9/1977,557.66,N/A,N/A
9/12/1977,555.54,N/A,N/A
9/13/1977,555.76,N/A,N/A
9/14/1977,558.19,N/A,N/A
9/15/1977,559.77,N/A,N/A
9/16/1977,558.19,N/A,N/A
9/19/1977,554.91,N/A,N/A
9/20/1977,555.02,N/A,N/A
9/21/1977,550.68,N/A,N/A
9/22/1977,550.68,N/A,N/A
9/23/1977,550.57,N/A,N/A
9/26/1977,551.95,N/A,N/A
9/27/1977,551.1,N/A,N/A
9/28/1977,551.31,N/A,N/A
9/29/1977,554.49,N/A,N/A
9/30/1977,558.4,N/A,N/A
10/3/1977,559.77,N/A,N/A
10/4/1977,556.18,N/A,N/A
10/5/1977,554.38,N/A,N/A
10/6/1977,556.28,N/A,N/A
10/7/1977,556.07,N/A,N/A
10/10/1977,555.12,N/A,N/A
10/11/1977,550.79,N/A,N/A
10/12/1977,545.29,N/A,N/A
10/13/1977,541.59,N/A,N/A
10/14/1977,541.8,N/A,N/A
10/17/1977,541.27,N/A,N/A
10/18/1977,541.27,N/A,N/A
10/19/1977,535.56,N/A,N/A
10/20/1977,536.93,N/A,N/A
10/21/1977,535.14,N/A,N/A
10/24/1977,531.22,N/A,N/A
10/25/1977,527.21,N/A,N/A
10/26/1977,533.02,N/A,N/A
10/27/1977,534.93,N/A,N/A
10/28/1977,536.83,N/A,N/A
10/31/1977,535.56,N/A,N/A
11/1/1977,530.06,N/A,N/A
11/2/1977,526.36,N/A,N/A
11/3/1977,526.57,N/A,N/A
11/4/1977,531.54,N/A,N/A
11/7/1977,535.77,N/A,N/A
11/8/1977,536.93,N/A,N/A
11/9/1977,539.68,N/A,N/A
11/10/1977,549.94,N/A,N/A
11/11/1977,557.24,N/A,N/A
11/14/1977,553.75,N/A,N/A
11/15/1977,557.45,N/A,N/A
11/16/1977,555.44,N/A,N/A
11/17/1977,554.06,N/A,N/A
11/18/1977,555.23,N/A,N/A
11/21/1977,555.02,N/A,N/A
11/22/1977,559.77,N/A,N/A
11/23/1977,562.42,N/A,N/A
11/25/1977,563.9,N/A,N/A
11/28/1977,560.62,N/A,N/A
11/29/1977,552.37,N/A,N/A
11/30/1977,553.64,N/A,N/A
12/1/1977,553.43,N/A,N/A
12/2/1977,553.43,N/A,N/A
12/5/1977,551.1,N/A,N/A
12/6/1977,542.75,N/A,N/A
12/7/1977,542.22,N/A,N/A
12/8/1977,543.17,N/A,N/A
12/9/1977,546.87,N/A,N/A
12/12/1977,546.98,N/A,N/A
12/13/1977,546.56,N/A,N/A
12/14/1977,548.78,N/A,N/A
12/15/1977,546.45,N/A,N/A
12/16/1977,545.71,N/A,N/A
12/19/1977,541.8,N/A,N/A
12/20/1977,540.42,N/A,N/A
12/21/1977,543.6,N/A,N/A
12/22/1977,547.82,N/A,N/A
12/23/1977,552.58,N/A,N/A
12/27/1977,552.48,N/A,N/A
12/28/1977,553.11,N/A,N/A
12/29/1977,554.38,N/A,N/A
12/30/1977,555.12,N/A,N/A
1/3/1978,547.93,N/A,N/A
1/4/1978,545.92,N/A,N/A
1/5/1978,541.9,N/A,N/A
1/6/1978,535.45,N/A,N/A
1/9/1978,529.22,N/A,N/A
1/10/1978,526.25,N/A,N/A
1/11/1978,523.61,N/A,N/A
1/12/1978,524.46,N/A,N/A
1/13/1978,524.14,N/A,N/A
1/16/1978,522.34,N/A,N/A
1/17/1978,525.2,N/A,N/A
1/18/1978,529.11,N/A,N/A
1/19/1978,526.78,N/A,N/A
1/20/1978,525.83,N/A,N/A
1/23/1978,522.13,N/A,N/A
1/24/1978,522.34,N/A,N/A
1/25/1978,523.08,N/A,N/A
1/26/1978,518.85,N/A,N/A
1/27/1978,518.75,N/A,N/A
1/30/1978,522.87,N/A,N/A
1/31/1978,522.45,N/A,N/A
2/1/1978,526.47,N/A,N/A
2/2/1978,527.84,N/A,N/A
2/3/1978,525.73,N/A,N/A
2/6/1978,524.88,N/A,N/A
2/7/1978,529.53,N/A,N/A
2/8/1978,532.39,N/A,N/A
2/9/1978,529.85,N/A,N/A
2/10/1978,528.79,N/A,N/A
2/13/1978,527.63,N/A,N/A
2/14/1978,523.08,N/A,N/A
2/15/1978,521.71,N/A,N/A
2/16/1978,517.48,N/A,N/A
2/17/1978,517.06,N/A,N/A
2/21/1978,514.83,N/A,N/A
2/22/1978,514.83,N/A,N/A
2/23/1978,515.26,N/A,N/A
2/24/1978,520.12,N/A,N/A
2/27/1978,516.1,N/A,N/A
2/28/1978,512.09,N/A,N/A
3/1/1978,512.72,N/A,N/A
3/2/1978,513.88,N/A,N/A
3/3/1978,514.62,N/A,N/A
3/6/1978,511.45,N/A,N/A
3/7/1978,514.09,N/A,N/A
3/8/1978,516.74,N/A,N/A
3/9/1978,517.48,N/A,N/A
3/10/1978,523.19,N/A,N/A
3/13/1978,523.82,N/A,N/A
3/14/1978,526.04,N/A,N/A
3/15/1978,524.99,N/A,N/A
3/16/1978,527.42,N/A,N/A
3/17/1978,531.33,N/A,N/A
3/20/1978,534.71,N/A,N/A
3/21/1978,529.22,N/A,N/A
3/22/1978,527.52,N/A,N/A
3/23/1978,527.21,N/A,N/A
3/27/1978,524.77,N/A,N/A
3/28/1978,528.26,N/A,N/A
3/29/1978,529.43,N/A,N/A
3/30/1978,528.16,N/A,N/A
3/31/1978,527.1,N/A,N/A
4/3/1978,522.77,N/A,N/A
4/4/1978,525.09,N/A,N/A
4/5/1978,529.64,N/A,N/A
4/6/1978,530.7,N/A,N/A
4/7/1978,533.02,N/A,N/A
4/10/1978,534.82,N/A,N/A
4/11/1978,533.66,N/A,N/A
4/12/1978,533.23,N/A,N/A
4/13/1978,538.31,N/A,N/A
4/14/1978,549.2,N/A,N/A
4/17/1978,557.13,N/A,N/A
4/18/1978,551.53,N/A,N/A
4/19/1978,553.53,N/A,N/A
4/20/1978,557.55,N/A,N/A
4/21/1978,556.71,N/A,N/A
4/24/1978,564.21,N/A,N/A
4/25/1978,568.97,N/A,N/A
4/26/1978,569.71,N/A,N/A
4/27/1978,564.64,N/A,N/A
4/28/1978,569.92,N/A,N/A
5/1/1978,574.79,N/A,N/A
5/2/1978,572.88,N/A,N/A
5/3/1978,568.02,N/A,N/A
5/4/1978,566.75,N/A,N/A
5/5/1978,570.66,N/A,N/A
5/8/1978,569.08,N/A,N/A
5/9/1978,567.6,N/A,N/A
5/10/1978,568.02,N/A,N/A
5/11/1978,575,N/A,N/A
5/12/1978,579.97,N/A,N/A
5/15/1978,583.46,N/A,N/A
5/16/1978,587.16,N/A,N/A
5/17/1978,588.75,N/A,N/A
5/18/1978,583.67,N/A,N/A
5/19/1978,581.03,N/A,N/A
5/22/1978,586.1,N/A,N/A
5/23/1978,580.5,N/A,N/A
5/24/1978,574.79,N/A,N/A
5/25/1978,573.52,N/A,N/A
5/26/1978,572.46,N/A,N/A
5/30/1978,574.15,N/A,N/A
5/31/1978,576.48,N/A,N/A
6/1/1978,577.22,N/A,N/A
6/2/1978,581.87,N/A,N/A
6/5/1978,591.81,N/A,N/A
6/6/1978,594.14,N/A,N/A
6/7/1978,593.29,N/A,N/A
6/8/1978,594.24,N/A,N/A
6/9/1978,592.97,N/A,N/A
6/12/1978,590.97,N/A,N/A
6/13/1978,591.18,N/A,N/A
6/14/1978,590.86,N/A,N/A
6/15/1978,584.83,N/A,N/A
6/16/1978,579.44,N/A,N/A
6/19/1978,579.02,N/A,N/A
6/20/1978,573.31,N/A,N/A
6/21/1978,570.03,N/A,N/A
6/22/1978,571.72,N/A,N/A
6/23/1978,569.92,N/A,N/A
6/26/1978,562.42,N/A,N/A
6/27/1978,564.11,N/A,N/A
6/28/1978,566.54,N/A,N/A
6/29/1978,567.7,N/A,N/A
6/30/1978,567.39,N/A,N/A
7/3/1978,565.27,N/A,N/A
7/5/1978,560.41,N/A,N/A
7/6/1978,560.41,N/A,N/A
7/7/1978,564,N/A,N/A
7/10/1978,566.22,N/A,N/A
7/11/1978,569.92,N/A,N/A
7/12/1978,571.93,N/A,N/A
7/13/1978,572.25,N/A,N/A
7/14/1978,579.65,N/A,N/A
7/17/1978,580.71,N/A,N/A
7/18/1978,575.74,N/A,N/A
7/19/1978,582.61,N/A,N/A
7/20/1978,582.3,N/A,N/A
7/21/1978,580.6,N/A,N/A
7/24/1978,580.29,N/A,N/A
7/25/1978,584.41,N/A,N/A
7/26/1978,588.01,N/A,N/A
7/27/1978,591.07,N/A,N/A
7/28/1978,594.03,N/A,N/A
7/31/1978,598.37,N/A,N/A
8/1/1978,598.58,N/A,N/A
8/2/1978,611.37,N/A,N/A
8/3/1978,614.55,N/A,N/A
8/4/1978,616.87,N/A,N/A
8/7/1978,615.39,N/A,N/A
8/8/1978,618.25,N/A,N/A
8/9/1978,621.21,N/A,N/A
8/10/1978,616.87,N/A,N/A
8/11/1978,618.88,N/A,N/A
8/14/1978,619.2,N/A,N/A
8/15/1978,618.35,N/A,N/A
8/16/1978,623.11,N/A,N/A
8/17/1978,626.07,N/A,N/A
8/18/1978,624.48,N/A,N/A
8/21/1978,619.2,N/A,N/A
8/22/1978,621.31,N/A,N/A
8/23/1978,625.12,N/A,N/A
8/24/1978,626.6,N/A,N/A
8/25/1978,626.18,N/A,N/A
8/28/1978,620.68,N/A,N/A
8/29/1978,617.29,N/A,N/A
8/30/1978,618.35,N/A,N/A
8/31/1978,616.98,N/A,N/A
9/1/1978,618.99,N/A,N/A
9/5/1978,622.9,N/A,N/A
9/6/1978,628.5,N/A,N/A
9/7/1978,629.14,N/A,N/A
9/8/1978,636.96,N/A,N/A
9/11/1978,638.44,N/A,N/A
9/12/1978,638.44,N/A,N/A
9/13/1978,635.06,N/A,N/A
9/14/1978,627.76,N/A,N/A
9/15/1978,621.84,N/A,N/A
9/18/1978,615.81,N/A,N/A
9/19/1978,611.58,N/A,N/A
9/20/1978,606.09,N/A,N/A
9/21/1978,606.51,N/A,N/A
9/22/1978,606.61,N/A,N/A
9/25/1978,606.72,N/A,N/A
9/26/1978,611.27,N/A,N/A
9/27/1978,605.98,N/A,N/A
9/28/1978,607.67,N/A,N/A
9/29/1978,610.95,N/A,N/A
10/2/1978,613.06,N/A,N/A
10/3/1978,611.16,N/A,N/A
10/4/1978,613.59,N/A,N/A
10/5/1978,615.29,N/A,N/A
10/6/1978,616.87,N/A,N/A
10/9/1978,622.79,N/A,N/A
10/10/1978,622.16,N/A,N/A
10/11/1978,626.92,N/A,N/A
10/12/1978,624.48,N/A,N/A
10/13/1978,623.11,N/A,N/A
10/16/1978,611.16,N/A,N/A
10/17/1978,601.54,N/A,N/A
10/18/1978,596.36,N/A,N/A
10/19/1978,589.06,N/A,N/A
10/20/1978,579.02,N/A,N/A
10/23/1978,579.33,N/A,N/A
10/24/1978,575.85,N/A,N/A
10/25/1978,574.58,N/A,N/A
10/26/1978,565.48,N/A,N/A
10/27/1978,555.33,N/A,N/A
10/30/1978,556.71,N/A,N/A
10/31/1978,546.34,N/A,N/A
11/1/1978,568.76,N/A,N/A
11/2/1978,562.52,N/A,N/A
11/3/1978,565.59,N/A,N/A
11/6/1978,560.72,N/A,N/A
11/7/1978,552.16,N/A,N/A
11/8/1978,555.02,N/A,N/A
11/9/1978,555.33,N/A,N/A
11/10/1978,557.45,N/A,N/A
11/13/1978,548.04,N/A,N/A
11/14/1978,543.07,N/A,N/A
11/15/1978,544.76,N/A,N/A
11/16/1978,550.79,N/A,N/A
11/17/1978,555.54,N/A,N/A
11/20/1978,560.83,N/A,N/A
11/21/1978,559.98,N/A,N/A
11/22/1978,562.95,N/A,N/A
11/24/1978,565.06,N/A,N/A
11/27/1978,566.33,N/A,N/A
11/28/1978,561.78,N/A,N/A
11/29/1978,553.85,N/A,N/A
11/30/1978,559.24,N/A,N/A
12/1/1978,568.55,N/A,N/A
12/4/1978,568.13,N/A,N/A
12/5/1978,575.63,N/A,N/A
12/6/1978,576.37,N/A,N/A
12/7/1978,574.15,N/A,N/A
12/8/1978,571.62,N/A,N/A
12/11/1978,574.26,N/A,N/A
12/12/1978,571.3,N/A,N/A
12/13/1978,568.02,N/A,N/A
12/14/1978,567.81,N/A,N/A
12/15/1978,563.69,N/A,N/A
12/18/1978,551.95,N/A,N/A
12/19/1978,555.97,N/A,N/A
12/20/1978,558.61,N/A,N/A
12/21/1978,559.24,N/A,N/A
12/22/1978,568.55,N/A,N/A
12/26/1978,574.79,N/A,N/A
12/27/1978,569.92,N/A,N/A
12/28/1978,567.6,N/A,N/A
12/29/1978,566.96,N/A,N/A
1/2/1979,570.24,N/A,N/A
1/3/1979,577.01,N/A,N/A
1/4/1979,582.08,N/A,N/A
1/5/1979,585.89,N/A,N/A
1/8/1979,584.09,N/A,N/A
1/9/1979,587.16,N/A,N/A
1/10/1979,583.99,N/A,N/A
1/11/1979,586,N/A,N/A
1/12/1979,591.18,N/A,N/A
1/15/1979,595.41,N/A,N/A
1/16/1979,588.53,N/A,N/A
1/17/1979,588.32,N/A,N/A
1/18/1979,590.12,N/A,N/A
1/19/1979,590.54,N/A,N/A
1/22/1979,591.28,N/A,N/A
1/23/1979,594.98,N/A,N/A
1/24/1979,592.87,N/A,N/A
1/25/1979,598.68,N/A,N/A
1/26/1979,602.6,N/A,N/A
1/29/1979,601.12,N/A,N/A
1/30/1979,598.47,N/A,N/A
1/31/1979,592.02,N/A,N/A
2/1/1979,592.13,N/A,N/A
2/2/1979,589.91,N/A,N/A
2/5/1979,581.66,N/A,N/A
2/6/1979,581.45,N/A,N/A
2/7/1979,575.95,N/A,N/A
2/8/1979,578.81,N/A,N/A
2/9/1979,580.18,N/A,N/A
2/12/1979,581.98,N/A,N/A
2/13/1979,586.42,N/A,N/A
2/14/1979,586,N/A,N/A
2/15/1979,585.57,N/A,N/A
2/16/1979,585.47,N/A,N/A
2/20/1979,589.38,N/A,N/A
2/21/1979,587.69,N/A,N/A
2/22/1979,583.67,N/A,N/A
2/23/1979,580.29,N/A,N/A
2/26/1979,579.23,N/A,N/A
2/27/1979,569.71,N/A,N/A
2/28/1979,570.24,N/A,N/A
3/1/1979,574.15,N/A,N/A
3/2/1979,574.89,N/A,N/A
3/5/1979,581.13,N/A,N/A
3/6/1979,580.29,N/A,N/A
3/7/1979,583.88,N/A,N/A
3/8/1979,590.12,N/A,N/A
3/9/1979,590.12,N/A,N/A
3/12/1979,590.75,N/A,N/A
3/13/1979,592.02,N/A,N/A
3/14/1979,591.6,N/A,N/A
3/15/1979,592.97,N/A,N/A
3/16/1979,597.94,N/A,N/A
3/19/1979,599.95,N/A,N/A
3/20/1979,596.89,N/A,N/A
3/21/1979,600.91,N/A,N/A
3/22/1979,603.65,N/A,N/A
3/23/1979,603.55,N/A,N/A
3/26/1979,600.16,N/A,N/A
3/27/1979,608.31,N/A,N/A
3/28/1979,606.4,N/A,N/A
3/29/1979,606.3,N/A,N/A
3/30/1979,604.08,N/A,N/A
4/2/1979,599.85,N/A,N/A
4/3/1979,608.52,N/A,N/A
4/4/1979,610.21,N/A,N/A
4/5/1979,613.91,N/A,N/A
4/6/1979,613.7,N/A,N/A
4/9/1979,612.01,N/A,N/A
4/10/1979,615.18,N/A,N/A
4/11/1979,609.58,N/A,N/A
4/12/1979,608.31,N/A,N/A
4/16/1979,603.23,N/A,N/A
4/17/1979,603.23,N/A,N/A
4/18/1979,606.19,N/A,N/A
4/19/1979,603.65,N/A,N/A
4/20/1979,603.65,N/A,N/A
4/23/1979,605.77,N/A,N/A
4/24/1979,609.26,N/A,N/A
4/25/1979,611.16,N/A,N/A
4/26/1979,608.2,N/A,N/A
4/27/1979,606.93,N/A,N/A
4/30/1979,606.51,N/A,N/A
5/1/1979,606.3,N/A,N/A
5/2/1979,606.51,N/A,N/A
5/3/1979,606.72,N/A,N/A
5/4/1979,600.16,N/A,N/A
5/7/1979,589.49,N/A,N/A
5/8/1979,589.91,N/A,N/A
5/9/1979,591.71,N/A,N/A
5/10/1979,586.31,N/A,N/A
5/11/1979,586.63,N/A,N/A
5/14/1979,583.88,N/A,N/A
5/15/1979,584.3,N/A,N/A
5/16/1979,585.57,N/A,N/A
5/17/1979,594.56,N/A,N/A
5/18/1979,594.88,N/A,N/A
5/21/1979,596.46,N/A,N/A
5/22/1979,599,N/A,N/A
5/23/1979,596.15,N/A,N/A
5/24/1979,596.68,N/A,N/A
5/25/1979,598.58,N/A,N/A
5/29/1979,597.73,N/A,N/A
5/30/1979,592.23,N/A,N/A
5/31/1979,592.02,N/A,N/A
6/1/1979,592.45,N/A,N/A
6/4/1979,593.5,N/A,N/A
6/5/1979,600.69,N/A,N/A
6/6/1979,605.13,N/A,N/A
6/7/1979,608.31,N/A,N/A
6/8/1979,607.14,N/A,N/A
6/11/1979,609.26,N/A,N/A
6/12/1979,615.18,N/A,N/A
6/13/1979,612.75,N/A,N/A
6/14/1979,611.9,N/A,N/A
6/15/1979,611.69,N/A,N/A
6/18/1979,608.62,N/A,N/A
6/19/1979,608.84,N/A,N/A
6/20/1979,609.58,N/A,N/A
6/21/1979,612.32,N/A,N/A
6/22/1979,615.5,N/A,N/A
6/25/1979,612.22,N/A,N/A
6/26/1979,609.79,N/A,N/A
6/27/1979,613.38,N/A,N/A
6/28/1979,616.77,N/A,N/A
6/29/1979,617.29,N/A,N/A
7/2/1979,611.8,N/A,N/A
7/3/1979,612.64,N/A,N/A
7/5/1979,614.97,N/A,N/A
7/6/1979,621.95,N/A,N/A
7/9/1979,627.23,N/A,N/A
7/10/1979,625.54,N/A,N/A
7/11/1979,622.37,N/A,N/A
7/12/1979,617.29,N/A,N/A
7/13/1979,615.07,N/A,N/A
7/16/1979,617.82,N/A,N/A
7/17/1979,612.01,N/A,N/A
7/18/1979,610.74,N/A,N/A
7/19/1979,610.74,N/A,N/A
7/20/1979,612.11,N/A,N/A
7/23/1979,610.84,N/A,N/A
7/24/1979,613.06,N/A,N/A
7/25/1979,619.83,N/A,N/A
7/26/1979,620.26,N/A,N/A
7/27/1979,621,N/A,N/A
7/30/1979,621.63,N/A,N/A
7/31/1979,625.33,N/A,N/A
8/1/1979,627.66,N/A,N/A
8/2/1979,627.55,N/A,N/A
8/3/1979,627.34,N/A,N/A
8/6/1979,628.61,N/A,N/A
8/7/1979,636.33,N/A,N/A
8/8/1979,638.23,N/A,N/A
8/9/1979,635.9,N/A,N/A
8/10/1979,641.19,N/A,N/A
8/13/1979,646.9,N/A,N/A
8/14/1979,647.75,N/A,N/A
8/15/1979,652.19,N/A,N/A
8/16/1979,650.92,N/A,N/A
8/17/1979,652.4,N/A,N/A
8/20/1979,655.78,N/A,N/A
8/21/1979,656.31,N/A,N/A
8/22/1979,656.95,N/A,N/A
8/23/1979,655.15,N/A,N/A
8/24/1979,654.94,N/A,N/A
8/27/1979,657.9,N/A,N/A
8/28/1979,657.26,N/A,N/A
8/29/1979,657.47,N/A,N/A
8/30/1979,657.69,N/A,N/A
8/31/1979,659.8,N/A,N/A
9/4/1979,648.7,N/A,N/A
9/5/1979,641.4,N/A,N/A
9/6/1979,644.36,N/A,N/A
9/7/1979,649.12,N/A,N/A
9/10/1979,652.29,N/A,N/A
9/11/1979,648.06,N/A,N/A
9/12/1979,650.07,N/A,N/A
9/13/1979,650.6,N/A,N/A
9/14/1979,656.42,N/A,N/A
9/17/1979,656.42,N/A,N/A
9/18/1979,651.55,N/A,N/A
9/19/1979,653.03,N/A,N/A
9/20/1979,664.56,N/A,N/A
9/21/1979,664.88,N/A,N/A
9/24/1979,659.48,N/A,N/A
9/25/1979,659.8,N/A,N/A
9/26/1979,661.6,N/A,N/A
9/27/1979,662.76,N/A,N/A
9/28/1979,658.11,N/A,N/A
10/1/1979,653.88,N/A,N/A
10/2/1979,659.38,N/A,N/A
10/3/1979,660.22,N/A,N/A
10/4/1979,663.71,N/A,N/A
10/5/1979,670.27,N/A,N/A
10/8/1979,661.7,N/A,N/A
10/9/1979,640.03,N/A,N/A
10/10/1979,629.45,N/A,N/A
10/11/1979,629.24,N/A,N/A
10/12/1979,626.92,N/A,N/A
10/15/1979,619.62,N/A,N/A
10/16/1979,618.56,N/A,N/A
10/17/1979,620.15,N/A,N/A
10/18/1979,621.74,N/A,N/A
10/19/1979,609.26,N/A,N/A
10/22/1979,601.65,N/A,N/A
10/23/1979,599.53,N/A,N/A
10/24/1979,600.91,N/A,N/A
10/25/1979,598.58,N/A,N/A
10/26/1979,602.28,N/A,N/A
10/29/1979,603.23,N/A,N/A
10/30/1979,614.44,N/A,N/A
10/31/1979,610.21,N/A,N/A
11/1/1979,615.07,N/A,N/A
11/2/1979,615.29,N/A,N/A
11/5/1979,611.27,N/A,N/A
11/6/1979,607.78,N/A,N/A
11/7/1979,600.06,N/A,N/A
11/8/1979,602.91,N/A,N/A
11/9/1979,610.53,N/A,N/A
11/12/1979,621.95,N/A,N/A
11/13/1979,619.51,N/A,N/A
11/14/1979,622.26,N/A,N/A
11/15/1979,626.71,N/A,N/A
11/16/1979,625.01,N/A,N/A
11/19/1979,627.66,N/A,N/A
11/20/1979,624.8,N/A,N/A
11/21/1979,625.75,N/A,N/A
11/23/1979,630.83,N/A,N/A
11/26/1979,644.05,N/A,N/A
11/27/1979,642.57,N/A,N/A
11/28/1979,645,N/A,N/A
11/29/1979,645.31,N/A,N/A
11/30/1979,641.93,N/A,N/A
12/3/1979,640.13,N/A,N/A
12/4/1979,645.63,N/A,N/A
12/5/1979,648.7,N/A,N/A
